original_title,count
Theologisk Qvartalskrivt,1
Sang for Vennekredse i Aaret 1801,1
"Qvindens Liv, et Studium",1
Farinelli,1
Prædiken holden til Aftensang paa Nytaarsdag 1801,1
"Munterheds-Triumph, eller: Lee, naar Du kan",1
Sang for Vennekredse i Aaret 1807,1
Gabrielle de BelleJsle,1
"Grens nyttige Hjemraad, eller det lille Huusapothek paa Landet",1
Andresens Lærelog i Regnekonst og Landmaaling for Bønder og andre Jordbrugere,1
Universitet og Skoleannaler,1
Aarhuus Domkirkes Beskrivelse 2det Heil,1
Aarhuus Domkirkes Beskrivelses 2det Hefte,1
Paa Biskop Brammers Postille,1
Bartholins Brev- og Formular=Lovbog,1
Justes Haandbog for den læsende Ungdom,1
"Qvindelig Dannelse, en Gave for unge Piger",1
Suzettes Medgift,1
Om Vexelregning,1
Moderlige Raad til sin Datter,1
Samtlige Skrifter,1
"Hamborger Magasin, eller samlede SkrifB. R. ter til Underretning og Fornøyelse for Naturforskere og angenemme Videnskaber",1
dansk Retskrivningslære,1
Pastor Lethsbibelske Exempelsamling,1
Hallos lykkelige Aften,1
Collegium Therapeuticum,1
12 Prædikener om vigtige og nyttige Sandheder,1
la Reverie,1
Historv af Charles tyr5th,1
Tolv Prædikener om vigtige og nyttige Sandheder,1
Qvindekiønnets Rettigheder,1
Statistik 1ste Deel,1
Abecee,1
Praktisk Veiledning i Maaltagning og Tilskjæring ved Skræder=Haandværket,1
Bønden Peder Ruuses Historie,1
Prof. Rabbek om Skuespillerkunsten,1
"Hans Sachs, Lystspil i 4 Acter",1
"Lærde Lexicon, om nogen som er Eier af de 2 første",1
la Devotion,1
Om Sprog og Folkeeiendommelighed i Hertugdømmet Slesvig eller Sønderjylland,1
Nyeste Samling af Selskabs-Sange,1
Vaskebog for Damer og Herrer,1
Hviletimen,1
Udvalgte nye Dandse for Pianoforte,1
Scometrie,1
Den franske Krigsfange,1
En Comedie i det Grønne,1
Retskrivningslære b. 6,1
Samling af Jule Lege,1
Sphæra Thronica,1
Astronomiske BørneVen,1
Vinter-Salonen 1812 & 1843,1
Verel=Regning,1
Beskrivelse over Kiøbstæden Ribe fra sin Begyndelse i nærværende Tid,1
Geometrie,1
Atgebra,1
Den Stundesløse,1
Holbergssamtlige Comedier,1
"Afhandlingen, over det Spørgsmaal, hvorfore tale Menneskerne saa lidet og saa sielden om Gud",1
den lille Voltaire,1
Dictionaire,1
Jøden,1
den almindelige Natur=Historie,1
den almindelige Natur=Historie Form af et Dictionaire,1
Bechmanns Sange om Evigheden,1
Fruentimmerne og Hemmeligheden,1
Bugges Astronomie,1
"Hestedyrlægen eller Anviisning til Hestens Avl, Røgt, Pleie og Skoening, samt til at behandle dens vigtigste og almindeligste Sygdomme",1
En Liderligs Levnet,1
Kingos smaastilede Salmebøger,1
Holger Laxmand,1
Skiønhedsmidler for det smukke Kiøn,1
Vink for Landsbypræster efter Tidernes Leilighed,1
Det Nye Testamente,1
Jule=Lege,1
Et Portraitgallerie for Samtiden,1
An das Volk Deutschlands,1
Det nye Testamente,1
"Holger Lax, mands Historie",1
Nyeste Bondepraktika til Nytte for Landmænd og Agerdyrkere,1
"Badet i Dieppe, eller Bagtalelse",1
Fortællingers 1ste Bind,1
"Klatrant, 2 Elsken des Historie",1
Reislers tydske Grammatica,1
Enkens Søn,1
Beskrivelse over det forhenværende Kongel. Slot Christiansborg med sammes betydeligste Mærkværdigheder,1
Om Fattigvæsenet i Søndertranders Sogn fra 1804 til Udgang 1808,1
Fleischers Religions Sandhed,1
"Jesu Liv, fremstillet i ordnet Sammenhæng",1
"Fortællinger af Forfatterinden til Sødskendebørnene, anden Samling",1
Et Dogns Hverdagsbegivenheder,1
En Reise til Lands og Vands,1
"Digterminder, nyeste Sangbog",1
beilige Stunden eines Jüngling,1
Nørregaards System,1
Bidrag til Menneskekundskab og Folkesæder,1
En Underholdning i Skumringen,1
Bidrag til General=Admiral=Lieutenant Greve Danneschiold Samsøes Levnets-Beskrivelse,1
Mennesket,1
"Hafnia Hodierna, eller udførlig Beskrivelse over alle Kiøbenhavns Merkværdigheder",1
Kingos smaastilede Salmeboer,1
Laschotts Zauber Gallop,1
Nucleus Latinitatis,1
Verba Stephandi,1
Den nyeste Bondepraktika til Nytte for Landmænd og Agerdyrkere,1
Moralitætens Gabestok,1
Landoecomisk Maanedsskrift,1
Festmarsch og Sange til Mindestøtten for Frederik den Sjette,1
Bord Samtaler 1838,1
Broderlig Oprigtighed,1
Anviisning for Landmanden til en fornuftig Sundhedspleie,1
"Gavnlig Læsning i Natur=Videnskaberne, 2den Deel",1
Digte af Anton Frantz Just til Strandet,1
"Vanvittige Personers Biographie, 1ste Bind",1
Henremanden Brahe og Bønderne i Ørby,1
Saaledes gaaer det,1
En Opdagelse,1
Bugges daglige Lommebog for 1813,1
Familierne Walseith og Leich,1
En Samling af nyttige Kundskaber for Huusfædre og Huusmødre,1
Floras Krands,1
En Samling af poetiske og prosaiske Digtninger,1
Underretning om Faudledske Selskab for gavnlig Virksombe,1
Forandringen i vort Penvæsen,1
Hymnia,1
"Forsvar for Skrivtet, hvad er Edda",1
Arithmetiske Lommebog,1
dePaard,1
Øhlen schlagers portiske Skrifter,1
Palmebog,1
N. turen betragtet af Rothe,1
Evalds Skrifter,1
Revolutionen,1
Professor Larsens ockonomiske Skrivter,1
"Leirekonningen Fridleis, Frode hin Fredegodes Søn",1
Denck. de Parabler,1
Bugges Mathematik,1
Farunt,1
"Polo y nata, Euterne og Theone",1
Das Kleine mit dem Auckkiste,1
Augier Fabelbuch,1
Idda,1
Ravnekrogs Bombardement,1
Christs Havekons,1
Beskrivelse over Christiansøe,1
Lærrebog i Fødselsvidenskaben,1
"En Samling Kobbere, forestillende mærkværdige Scener, af Frederich den 2dens Levnet",1
En dito af den franske Revolution,1
"Hagel Adelsteens Fostre, Norges Konge",1
Bibliothek for franske Belletrister,1
Elementarbog for Ungdommen,1
"Samling af interessaAnecdoter, Karakteertræk og korte Bevenheder af Krigene i Tydskland, Spanio",1
Fogtmanns Reskripter for Geistligheden,1
Skriftestolen,1
Mythologisk Gallerie,1
Fyrst Puckler=Muskaus Similasso,1
den unge Snedkermester,1
Metalmassen i forskjellige nordiske Oldsager,1
"Dramatisk Lommebog, for 1812",1
Annaler for Nordisk Oldkyndighed,1
"Receptbog, eller Samling af 33 Recepter til Nytte og Fornøifor Unge og Gamle",1
Lærebog i fornuftigt Landbrug,1
Arel og Valborg,1
Bodes astronomiske Aarbog for 1814,1
Oldtidens Kunstsykker,1
Familien Nowlan,1
Nornen i Monza,1
Føde Raad,1
"Minona, en underholdende Læsebog for unge opperPiger",1
Skildringer af Nutids Feltherter,1
Tidsskrift for Reisebeskrivelser,1
Musikalsk Lexikon,1
Thare=Beregning,1
Bind holdte Prædikener,1
Naturhistorie og Naturlære,1
Prædikener efter Tidens Tarv og Leilighed,1
Ludlams Hule,1
Forordningerne for 1811,1
Syv Catechisationer over Guds Gierninger,1
Underviisning for Konfirmanter,1
Kastbergs Billedsamling,1
Biskop Münters Ordinationstaler,1
billedABer,1
Overhøring over Lærebogen,1
Mester Erik eller Potteosten,1
Billedbøger for større og mindre Børn,1
Selskabs Visebøger,1
Arion og Euterpe,1
J. Jacotots Universal-Underviisning,1
Rabens practiske Regnebog for Almueskoler,1
Polstorffs christelige Trøste- og Opmuntringsbog,1
Maries=Lund,1
"Samling af de vigtigste Forordninger, Plakater, Rescriper o. s. v.",1
Suhms samlede Skrifter,1
Giftblandersken,1
det Megnetisme,1
nyeste Visebog,1
Venzel Falk og hans Familie,1
"Af Skriftet, Fuldstændig Underviisning om alle Slags Aqvaviters og Ligeurers Destillering",1
Samlede Nouveller,1
Romerske Historie,1
Nogle Træk af et Fjæs tilhørende den nybagte RimeAarhuus,1
Om Landsbyecommenernes Tarv,1
"Lærebog for Ungdommen, i den mosaiske Troesbekieneelse",1
Een anordnede Lærebog for Ungdommen,1
Den Eldas Beskrivelse m. K. Jmod den store Anklager,1
Napoleons Levnet 2den Deel,1
Hurtigkarls System 2den Deel,1
Allernyeste Farvebog om de meest brugelige Couleurer,1
Almanak for Selskabstheatre,1
Troldqvinden Sidonia,1
Janus og Muserne,1
Vilstrups Læsebog,1
Det farlige Veddemaal,1
Leontine,1
"De mærkværdige Aar 1813 og 1814 eller de Alliered Feldtage fortemmelig under Kronprindsen af Svrig, i Holsteen og Slesvig",1
Kort Anviisning til Brugen af de almindeligste Farver paa uldne og linnede Tøier,1
"Allernyeste Hexe, samt Konstbog",1
"Høre, og Konstbog",1
Poetiske Skrifter,1
Skumlerne,1
Laaneren af en Almanak for Selskabstheatre 1818,1
Fædrenelands og Verdens Historie,1
Wellingtons Uniform,1
Nytaarsgave for 1815,1
Den nyeste Bondepraktika,1
"Combe, populær Fremstilling af Phystologiens Hovedsætning med Anvendelse paa Sundhedspleien og Opdragelsen",1
Djørups Beskrivelse over Thisted Amt,1
"Skole-Calender, eller: Beretning om Skolelærer-Embedernes oeconomiske Beskaffenhed i Nørre-Jylland",1
Protocoller til Fattig Væsenet,1
"Sangene til Capriciosa, og Emilies Hjerge tebanken",1
Familie Historien,1
Connossementsblanquetter,1
Feder og Marie eller Troeskab til Døden,1
Blanquetter til Ministerial Kirkedsger,1
Lille Magie eller Uddrag til Nytte og Morve for Konstelskere og enhver,1
Lütkens Læsebog for Almneskoler,1
Zegumerdandsen,1
Rabens Regnebøger,1
Borrings Manuel de Langne francalse,1
Historier om Spøgelser og Døerge,1
Theorisk practick musikalsk Gramatik,1
Pigen som Oberst,1
"Rathaplan, den lille Tambour",1
Et Giftermaal under Keisertiden,1
Lutkens Læsebog,1
Tidsskrivt for Reisebeskrivelses første Deels 1ste Bind,1
Bidrag til den danske Civilproces første Deels første Hefte,1
Et Par Ord i Anledning af vores hellige Daabsragt,1
Historier om Spøgelser og Dverge,1
"Hert, Jensens Provinssial=Lexicon",1
Nytaarsgave for 1804,1
Tieneste folk,1
Geistlig Stits Calender for 1801,1
theoritisk practisk Regnebog,1
Krigssang for den danske Søe- og Landmagt,1
Skandinavisk Folkekalender for 1844,1
"Anke mod Præster, Sogneforstanderskaber og Sognefogder",1
Sæcular=Sang for Vennekredse,1
Lov= og Rets Tabel for danske Bønder,1
FlinkAlmanak for 1843,1
Hæste og Qvæglæge Tabel,1
Rabbechs Forsøg 1 og 2,1
"Holberg Commedier, Julestuen",1
"Grundtegning over hele Jordkloden, og kort Beskrivelse over alle Verdensdelene",1
Rosen müllers Medgift for hele Livet,1
Archiv for de nyeste og beste Reisebeskrivelser,1
Visbyes Afskedsprædiken i Tugte,1
Aftensangs-Prædiken,1
Kort over Nørrejylland,1
Fuldstændig dansk Huusret for hver Mand,1
"Almindelig Brev- og Formularbog, eller fuldstændig Haandbog til Affattelse af alle Arter af Breve og andre skriftlig Opsatser",1
Gemahlde des Menschlichen Hertzens,1
der Sønderling,1
Nissens Danmarkshistorie,1
Hielpemidlerne til de danske Kiøbstæders Opkomst,1
Om Dyrenes Elskov og Kierlighed,1
Forsøg til en kristelig Børnelædom,1
"Holberg Commedier, Jeppe paa Bjerget",1
Troeskab paa Prove eller Feiltagelsen,1
Nytaarsgave for 1807,1
Den nye Statscal,1
Den lille Leerpotte,1
om den danske Geistligheds Vilkaar,1
Petersens nye Kogebog,1
Visdoms og Dyds Tabel,1
Bøn i Krigens Tid,1
Religionen efter Fornuft og Bibel i deres Oveeensstemmelse,1
de pudseerlige Arvinger,1
"Bort med Snørlivet, eller Fremstilling af den store Skade at bære Snørlv",1
Musikkens Jndflydelse paa Mennesket,1
Placaten af 14de Decbr. 1810,1
"America især i den nyeste Tid, en historiskestatistisk Haandbog",1
Hempels spanske Ordbog eller Hielpeblad,1
Hempels spanske Ordbog,1
Læreborg i et fornuftigt Landbrug,1
almeennyttige Haandbog for den læsende Ungdom,1
Nelsons Levnet et biographisk Malerie,1
en Bondes Levnetsbeskrivelse,1
Keiser Napolions Levnet,1
Lütkens og Wilstrups Læsebog for Skolerne,1
Storms Hymne,1
Baggesens Lovsang,1
Fuldstændig Formular,1
Henrich Steffens og Professor Tiecks Skrifter,1
Skibbrudet,1
Fattig-Reglementer,1
Algreensussings og Svanes juridiske Afhandlinger,1
Sognebaandets Løsning,1
Reisters tydske Gramatika,1
Leders Tabulæ Anatomica,1
Freyas Alter,1
Hardions allgemeine hellige undveltliche Geschichte,1
Forsøg til en kristelig Børnelærdoaf,1
Lutheri Postil,1
danske Bibler,1
gamle danske Skrivter,1
Visdoms og Døds Tabel,1
Hagen Jarl,1
Blichers Visdoms og Døds Tabel,1
Elmenhof,1
Kammerh. Bernt Ankers efterladte Værker,1
"Beslaglære, eller Kunsten at beslaae Hesten, Æslet, Muulæslet og oxen",1
nogle smaae Digte,1
Forordningerne in fortenso,1
Assessor Ørsteds Supplement,1
Forrnands Reskripter angaaende Giestligheder,1
Den Forviste,1
Midlerne til at fremme Landsbye=Communernes Tarv,1
"En Afhandling, om Rugsædens Fordærvelse og Aarsagen dertil, samt Midler derimod",1
Landkort over Kongeriget Danmark,1
Hr. Prof. Guldbergs Tale,1
Vilstrups anden Læsenog for Almueskoler,1
Klokker Heegaards Riimpose,1
Troes-Bekiendelse,1
Schillers Værker,1
"Advarsel til Schwartz, und Roth=Spillere",1
Bogen,1
Den unge Hertug af Otranto,1
"Den sandre Kirkegaard i Udlandet, eller: dens Gravskrifter",1
"Beskrivelse over Hertugdommet Holsteen, Lauenborg og Fyrstendommet Lübek",1
Artiv for Retsvidenskaben og dens Anvendelse,1
Mozartzs Messe,1
Hommer,1
Almindelig Indledning til Archæologiens Studium,1
Forsøg til at forklare Menneskets Frivillie,1
Sammes billed ABC,1
Opmuntring til at komme de forrige Dage ihu,1
Beretning om det Stistrupske Legat for fattige Børn,1
"Nye Kogebog eller Anviisning til at koge, bage, stege, indsylte, henlægge, indslagte, anrette og s. v.",1
BrevsælReisebeskrivelse a la Münchhausen,1
Prøveoversettelse af Saxo og Snorto,1
Jesu Læres Fortrinlighed,1
Prædiken paa første Juledag 1825 over: Terten Luc. 2-1 - 14,1
Badens Lexicon,1
10de Deel Schous Udtog af Forordningen for Aarene 1789 til 179,1
Evangeliske Salmeboger,1
Læreboger,1
Evangeliske Sal. meboger,1
Exempel- og Sprogsamling,1
travesterede Æneide,1
Digte med Kobber,1
Deodats Fødsel,1
Hugo Grotius,1
Sammes Tilled,1
Sammes Algs for Begyndere,1
"Napoleons Selvbiographie, eller Manuscript hidkommet fra St. Helena",1
Jntet Stridsskrift imod Etatsraad Ørsted,1
Materialier til be umiddelbare Forstandsøvelser,1
Afdøde Biskop N. C. Balles fuldstændige Levnetsbeskrivelse,1
Silkeskoene,1
Birchs Vibelhistorier,1
Violin Concert,1
Lord Byrons samtlige Digterværker,1
"Spillet, Tarokkor",1
Adagio og Rønds for Bratsch,1
Justs Billed ABC,1
Variationer for Guithar og Fløite,1
Chronologisk Tabet,1
Chronologilk Tabell til Brug for Præsten ved de aarlige Indberetninger og a. m.,1
Chronologisk Tabell,1
Andagts timmer,1
"Kristendommen, fremstillet og anpriist Ungdommen, i en liden Katekismus",1
LeiBiebog eller: Noget om Bierne,1
Til Slutning : En Epilog,1
"Johanna Montfaucon, Ridder Sørgespil",1
Afhandling om Hundesygen,1
Tarokkor,1
Lærrebeger,1
Nye Landseconomiske Tidender,1
"Palmebøger, Lærebsger og bibelske Historier",1
Roskilde=Sag,1
Visebog for unge Piger,1
"Lerikon over adelige Familier i Danmark, Norge og Hertugdommene",1
Kage- og Conditorbog,1
Alphabetiske Real=Register til Jndisk Arkiv,1
Professor Hurtigkarls danske og Norske Privat=Retførste Grunde,1
Retsførste Grunde,1
Roskilde=Sagaatil Oplysning af Roskilde,1
Om Christendommens Forsvar i Danmark mod falske Lærere og falske Lærdomme,1
Napoleon Buonapartes Levnet,1
Sørgetale over Confessionarius M. F. Liebenberg,1
Mindetale over Vor Frelser Jesus Christus,1
Tærten,1
Kastetørklædet,1
"Herren, butherfamilien",1
Alphabetiske Real=Register til Juridisk Arkiv,1
Den Forliidtes Omvendelse,1
Kortfattet Formlære for Børn i Almueskoler,1
danske og Norske Privat=Retførste Grunde,1
Trommelfriog Klingegut,1
Roskilde=Sag til Oplysning af Roskilde Riim,1
Falkeneer-Bruden,1
Apopthegmer,1
Fortegnelse over de i Aaret 1827 i Kjøbenhavn udkomne Bøger,1
Stormatten,1
Genlis Memoires,1
lette Arithmetik,1
Duentin Durward,1
"Husarofficeren, eller: Portraitet",1
"Husarofficeren, eller Portraitet, kaldet",1
Hermann von Unna,1
"Gefion, Nytaarsgave for 1827",1
Hemmelige Efterretninger om NapoleonBonaparte,1
Søren Mathisens lette Arithmetik,1
Evangeliske Salmebog,1
Schiller an Baggesen beim Abschied,1
Høistfornøden og vigtig Advarsel imod uægte evangelisk Christendom,1
Om Hundesyggen,1
Jldprøven,1
Skabelsen,1
Geographisk historisk Læsebog for Landsbyeskolerne,1
Haandlog for læsende Ungdom,1
Gratulations-Carmen,1
Lærebeger,1
Beskrivelse af Monumentet over Kong Hans og Dronning Christine i St. Knuds Kirke i Odense,1
"Gustav, og Theodore, eller Grev Rosen og hans Families Hændelser før, under og efter Pesten i Kbhvn. 17117",1
Die prapositionen der dentschen Sprache,1
Polybius,1
Hellas. Nytaarsgave for Grætervenner 1828,1
Hellas. Nytaarsgave for Grækervenner 1828,1
Fattigmands Gave til endnu Fattigere eller: Gaaden,1
Marcus Tullius Cicero om Pligterne,1
Heibergs samlede Skuespil,1
Advarsen mod Demagogernes bedragetske Forestillinger,1
Den Augsburgske Confession,1
Foersoms Digte,1
A. F. Just,1
Enken,1
Arlichinos Bryllup,1
Ezzelin,1
storstilede evangeliske Salmebøger,1
min Naturhistorie om Dyrene,1
Aandsprøven,1
De to Kunstnere,1
Virchs bibelske Historie,1
Jdyl,1
min Historiebog for Børn,1
Horats's Oder,1
"Bidrag til Historien af den veneriske Sygdoms Begyndelse og Fremgang i Danmark, indtil Midten af det 18de Aarhundrede",1
Jndledning til en Forelæsning,1
min Haandbog for den læsende Ungdom,1
Lære om almeen Velstand i Forbindelse med Statshuusholdning efter J. B. Say,1
"Liefland. Skuespiller Foersoms Digte, med hans Portraiog Levnetsbeskrivelse",1
Kingos Dito,1
Birchs større Bibelhistorie,1
Birchs mindre Dito,1
"Kort Jordbeskrivelse, især til Brug i Almueskolerne",1
Nutidens Under a.,1
Specien,1
"Overhøring efter Lærebogen, 5te Capitel",1
Bibel,1
Familiehistorier,1
Lafontaines Familiehistorier,1
Brevvexling med Napoleon,1
"Streng for 1819 og 1820, eller : store og smaae Fortællinger",1
Thonboes bidelske Historie,1
norske Lidetraad,1
Elisa eller Venskab og Kjerlighed,1
Evaaaeliske Platmebøger,1
HolstieLedetraad,1
Anders Johansens eller den brave Bondes Liv og Levnet,1
Müllers nye Kogebog for den retskafne Huusmoder,1
Nyjuridisk Arkiv,1
"Samling af Forordninger, Plakater, Reskripter etc.",1
Mynsters Prædikener,1
Mallings store og gode Handlinger,1
Nytaarsønsker med mekaniske Forandringer,1
Vers af Dhrr. Justitsraad Baggesen,1
Hufelands Journal der practischen Heilkunde,1
Elmquists Læsefrugter,1
"O. Wolffs Journal for Natur, Politik og Menneskekundskab",1
Vers af Pastor Grundtvig,1
Vers af Prof. Ridder Oehlenschlægger,1
Fogtmanns Reskripter,1
"Sonnet, paa Nytaarsdag 1820",1
Om Elskov eller Kjerlighed imellem Mand og Qvinde,1
"Landmilicevæsenet, Søe=Sessions=Sagerne, de natinale Rytter, og Artillerie=Heste i Danmark",1
Anviisning for Kudske og de som have med Heste at bestille samt om Malkekøer og disse Dyrs Sygdomme og Midler derimod,1
Vibelhistorier,1
Almanakker for 1822,1
Amerikaneren,1
"Bibelen og Homer, eller Mythologiens Værd i Literaturen",1
min simple A B C,1
Om Opelskning af Birketræer og disses Fortrin for andre Træarter,1
gographisk Haandlexicon,1
Forsøg til et dansk norsk juridisk Ord- og Sag-Lexikon,1
Historie om Holsteen,1
Første Bind af Christianis og Gebhardis Historie om Holsteen,1
Digte-Forsøg,1
min Historiedog for Børn,1
De Kristnes Lovsang,1
Lehrbuch der Geographie,1
den skinsyge Kone,1
Ørsteds juridisk Arkiv Nr. 9 og 10,1
Fogtmand Resersprer for 1803 og 1804,1
Hinkeltudse,1
Brevduen for 1820 No. 27 - 52,1
Ørsteds juridiske Arkiv,1
Fogtmanns Rescripter,1
Brevduen,1
Evangeliske Salmebøger,1
Bidrag til hristelig Eftertankes og Opbyggelses Fremme,1
Huusholdningsbog,1
"Præsten Hornsyld og hans Confirmantere, eller Taler og Samtaler over Lærebogen i den evangelisk-christelige Religion",1
"Snedkeren i Lifland, eller: Peter den Stores Reise",1
ABC.,1
At min Haandbog for læsende Ungdom,1
Naturhistorie om Dyrene med Figurer,1
Albertus Magnus sande og probate sympathetiske og naturlige ægyptiske Hemmeligheder for Mennesker og Fæe,1
