;article_id;date;predicted_category_tf_idf;evaluation_tf_idf;predicted_category_embs;evaluation_embs;category;true_label;bog_teater;text
263125;ode_107036;1833-03-19;Jndenlandsk;t;Jndenlandsk;t;Titelblad;;;"10de, . Fædrelandet. Den 13 Marts 1833. (Som det kunde ventes, har den offentlige Stemme fra flere Rigets Egne tolket taknemmelige Undersaatters hjertelige Følelser paa denne Fædrelandets, om ikke ved festlige Optog af det almindelige Slags, saa desmere ved indre Opløftelse udmærkede Høitids=Dag. At opsamle eller henvise til disse, for saavidt de blive kundgjorte, er hellig Pligt for Annalisten, hvortil dette Blad ogsaa vil bidrage Sit.) Den Berlingske Tidende for 13 Marts er aabnet med en passense Betragtning af Redakteuren, Hr. Malthe Møller, der slutter med disse skjønne Ord: ""Historien, der dømmer Fyrsterne, skal, naar Frederik den Sjette savnet hviler blandt sine Fædre, vidne om ham med Bibelens Ord: Sandhed og Retfærdighed vare hans Trones Grundpillere Fra Altona læses en Beretning af følgende væsentlige Jndhold. Maatte end det af Hs. Majestæt udtalte Ønske: at Dagen ikke skulde feires ved offentlige Glædes=Yttringer, ogsaa for vor Stad gjelde som Lov, kunde dog Følelsen af den Lykke, der i denne lange Periode var bleven Os til Deel, Mindet og de truende Storme, igjennem hvilke KongensViisdom og Kraft saa lykkelig førte Statens Skib, Taknemmeligheden for saa mange Velsignelser, hvilke den guddommelige Naade har udbredt over Os fremfor saa mange andre Folk, ikke blive reent indsluttet i de fulde Hjerter. Derfor havde flere Privatselskaber forenet sig i glade Kredse, og Medlemmerne af Museet, over hundrede Personer af begge Kjøn, samlet sig i deres Selskabshuus til et festligt Maaltid, hvorved passende Sange oplivede den rørte og høitidelige Stemning, som end meere forhøiedes ved de af Overpræsidenten, Grev v. Blücher Altona, til Selskabet fremsagte Ord, hvorefter Hs. Excell. udbragte Ønsker for Hs. Majestæts for Landet saa dyrebare Liv, ligesom det samme skeete for vor tilbedede Landsmoder af Selskabets Direktor, Hr. Hirschfeldt, og istemtes af alle Tilstædeværende med de hjerteligste Følelser. J Jtzehoe yttrede den almene Glæde sig, foruden ved en militair Fest paa Torvet, hvor Regimentsobbersten holdt en Tale til de forsamlede Krigere, ved et Festmaaltid i Cassino, og en uden mindste Opfordring iværksat glimrende Jllumination, hvorved iblandt flere det paa en Malers Huus anbragte Transparent med den hjertelig simple Jndskrift: Tak for denne Konge! Tak for denne Dag!"" især gjorde et dybt Jndtryk. J Ribe forsamlede hele Stadens Borgervæbning sig om Morgenen Kl. 8 paa Torvet, hvor en i Festens Anledning forfattet Sang blev afsjunget og et af Stiftamtmanden, Grev v. Sponneck, udbragt: ""Længe leve den elskede Konge!"" besvaret med jublende Hurraraab. Derefter begav den hele Borgerskare sig til Herrens Huus, for at deeltage i Gudstjenesten. Om Middagen bleve 136 Fattige bespiste paa Raadhuset, ligesom 18 Lpd. Kjød bleve uddeelte til 74 andre Trængende. J det forenede Klubselskabs Lokaale opførtes om Aftenen Stykket Sølvbrylluppet, med en smuk Epilog, hvorefter et yderst talrigt Selskab deeltog i et festligt Aftensmaaltid og et muntert Bal. - J Viborg, var en stor Diner, hvorved en skjøn af Hr. Pastor St. St. 190 St. 1 Blicher i Anledning af Dagens Høitidelighed forfattet Sang, blev afsjunget. - J Horsens holdtes Gudstjeneste i Frelserens Kirke, hvor Sognepræsten, Konsistorialraad, Ridder Rosing, med sædvanlig Varme skildrede den Taknemmelighed, Vi skylde Frederik den Sjette og Ham, der skjænkede Dannerfolket denne faderlige Ven. - J Randers feiredes Dagen, foruden flere Sammenkomster, i Selskabet Harmonien ved Middagspiisning, Koncert og Bal. Almindelig Jllumination fandt ikke Sted, men Raadhuset var smykket med fire, af Hr. Selmer forfærdigede skjønne Transparenter, forestillende Kongens Navnetræk i Brillantild, det danske Vaaben og 13 Marts i straalende Sole, hver paa sin Side af Navnetrækket og nedenunder en til Dagen passende Jndskrift. Ved Middagspiisningen blev afsjunget en afHr. Pastor St. St. Blicher forfattet nydelig Sang, hvoraf denne Gang kun det første og det sidste Vers kan meddeles: Et Sølvbryllup stander i Dankongens Slot, Ret aldrig saae Verden dets LigeThi Brudgommen selv det er Dannemark Drot, Og Bruden er Dannemarks Rige."
333470;ode_177496;1845-10-27;Udenlandsk;t;Udenlandsk;t;Titelblad;;;"Udlandet. Den befrygtede Pengekrisis. Bladet Espril public indeholder følgende Meddelelse, der er af uhyre Vigtighed for Forretningsvirksomheden i Paris (ikke at tale om Lyon, Rouen, Nantes og andre Handelsstæder, hvor Bankerne allerede have forhøiet deres Discontoer). ""Man forsikkrer os, at Politipræfekten i Statsraadsmødet den 15 ds. har afgivet en høist vigtig Beretning, der har foruroliget baade Kongen og Ministrene. Beretningen udvikler de farlige Resultater, som Sammenhobelsen af alle Kapitaler ene til Jernbaneforetagender vil medføre. Præfekten har udtrykkelig erklæret, at, hvis der ikke hurtigt raadedes Bod paa denne Tingenes Tilstand, vilde Parises Middelkjøbmandsstand, ikke kunne betale ved Aarets Slutning, hvorved der vilde fremkomme en sørgelig Krisis. Ogsaa i Engelland har ""Times"" i længere Tid advaret imod de derherskende Jernbanespekulationer. - J Berlin har en Deputation fra den berlinske Kjøbmandsstand havt en Audients hos Bankens Chef, Statsminister Rother, for at udbede sig Hielp under den nuværende Pengeforlegenhed; Ministeren skal have lovet sin Medvirkning til at danne et Laanefond af 3 Millioner Thaler, hvoraf dog bestandig hver Post maatte indskrænkes til 5000 Thaler. Frankerig. Generalerne Lammoriciere, Cavagnac og Corte have forenet sig i Tlemeen, hvor de staae med 6000 Mand. Man mener, at hvis Marskal Bugeand ikke saa afskyeligt havde adsplittet sin 60,000 Mand stærke Hær, saa vilde Man allerede forlængesiden. have været færdig med Abdeel=Kader. - Marschal Soult skal nu definitivt have forlangt sin Afskeed. Ludvig Philip skal være meget stødt over at de andre Fastlandmagter vise hans Regjering saa liden Opmærksomhed; han mener, og det vist ikke med Urette, at han formedelst sine Fortjenester af Europas Fred ikke har forskyldt Sligt."
194804;ode_038610;1817-10-10;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Avertissemente;;;"Onsdagen den 22 October førstkommende om Eftermiddagen Kl. 3 bliver, efter Skifterettens Foranstaltning, foretaget 5te og sidste Gang offentlig Auction over Hr. Kancellieraad Børchers Boes Huus, beliggende paa Horsetorvet under No. 644, og bestaaer af et Forhuus til Gaden, 8 Fag 2 Etager, saaog et Baghuus i Gaarden, 4 Fag 1 Etage, Muur= og Bindingsværk, indrettet til Brændehuus m.v., samt en liden Gaards- og Haugeplads; hvilket herved bekjendtgjøres."
334191;ode_178217;1845-12-02;Jndenlandsk;f;Bekjendtgjørelser;t;AVERTISSEMENTS;;;Lüttichau. Efter Overeenskomst med vedkommende Auctionsdirecteur, afholdes Løverdagen den 6 Decbr., Eftermiddag Kl. 2, paa Odense Herredscontoir offentlig Licitation over efteranførte Veiarbeider, som skal udføres i Aaret 1846 paa Hovedlandeveien igjennem Odense Herred. Paa Veistrækningen fra Kjærbye Bom til Odense at levere og belægge Veien med 58 Cubikfavne Gruus, bereg240 Rbd. 25 s. net til Værdie. Paa Veistrækningen fra Bulbroe til Udberud Bom at levere og belægge Veien med 175 Cubikf. Gruus, beregnet 708 Rbd. 83 s. til Værdie Paa Veistrækningen fra Ubberud Bom til Wissenberg Bom at levere og belægge Veien med 100 Cubikf. Gruus, be369 Rbd. 58 s. regnet til Værdie. Paa Veistrækningen fra Wissenberg Bom til Gribsvad at levere og belægge Veien med 30 Cubikf. Gruus, bereg123 Rbd. 38 s. net til Værdie. Paa Veistrækningen fra Middelfartveien ved Wissenberg, til Kaadekilde paa Assensveien at levere og belægge Veien med 27 Cubikf. Gruus, beregnet til Værdie 97 Rbd. 19 s. Conditionerne ere 8 Dage forinden Licitationen til Eftersyn paa Odense Herredscontoir og hos Undertegnede. Recke. Odense den 28 Novbr. 1845. Efter Overeenskomst med vedkommende Auctionsdirecteur, afholdes Løverdagen den 6 Decbr., Formiddag Kl. 11, paa Odense Raadhuus offentlig Licitation over Leverance og Hovedlandeveiens Belægning over Odense Kjøbstads Grund Aaret 1846 med 43 Cubekfavne Gruus og 6 Cubikf. Steen, beregnet til Værdie 199 Rbd. 26 s. - Paa 100 Favnes Længde fra Vesterports Bom til Runddelen at anlægge en Gangstie928 langs med Veien, beregnet til Værdie 49 Rbd. 80 s. Conditionerne ere 8 Dage forinden Licitationen til Eftersyn paa Borgermestercontoiret i Odense og hos Undertegnede. Recke. Odense den 28 Novbr. 1845. Efter Overeenskomst med vedkommende Auctionsdirecteur, afholdes Tirsdagen den 9 December, Formiddag Kl. 11, paa Windinge Herredscontoir offentlig Licitation over efteranførte Veiarbeider paa Hovedlandeveiene igjennem Windinge Herred: Paa Veistrækningen fra Brolægningen udenfor Nyborg, Forstad til 1 Milepælen ved Aunslev Bom, at levere og belægge Veien med 134 Cubikfavne Gruus, beregnet til Værdie 863 Rbd. 70 s. Paa Veistrækningen fra 1 Milepælen til Amtskjellet ved Langeskov, at levere og belægge Veien med 58 Cubikf. 261 Rbd. 38 s. Gruus, beregnet til Værdie Paa Veistrækningen fra Brolægningen udenfor Nyborg, Strandport til Slipshavn og Knudshoved, at levere og belægge Veien med 18 Cubikf. Singel, beregnet til Værdie 80 Rbd. 70 s. 4) Paa Veistrækningen fra Ladefogedhuset ved Nyborg til Milepælen ved Kukkerhuset, at levere og belægge Veien med 115 Cubikf. Gruus, beregnet til Værdie 595 Rbd. 51s. Paa Veistrækningen fra 1 Milepælen til 2 Milepælen ved Herbæk Broe, at levere og belægge Veien med 59 Cubikf. 161 Rbd. 55 s. Gruus, beregnet til Værdie Conditionerne ere 8 Dage forinden Licitationen til Eftersyn paa Windinge Herredscontoir og hos Undertegnede. Recke. Odense den 30 November 1845. Efter Overeenskomst med vedkommende Auctionsdirecteur afholdes Onsdagen den 10 December, Formiddag Kl. 11, i Corinth Kroe offentlig Licitation over efteranførte Veiarbeider paa Hovedlandeveien igjennem Sunds Gudme Herred, Brahetrolleborg Birk og Salling Herred. Paa Veistrækningen fra 2 Milepælen ved Herbæk Broe til 3 Milepælen paa Trunderup Mark, at levere og belægge Veien med 35 Cubikfavne Gruus, beregnet til Vær137 Rbd. 42 s. Paa Veistrækningen fra 3 Milepælen til 1 Milepælen ved Skjelhuset, at levere og belægge Veien med 52 Cu252 Rbd. 70 s. bikf. Gruus, beregnet til Værdie Paa Veistrækningen fra 4 Milepælen til 5 Milepælen ved Trolleborg Mølle, at levere og belægge Veien med 58 229 Rbd. 51 s. Cubikf. Gruus, beregnet til Værdie Paa Veistrækningen fra 5 Milepælen til 6 Milepælen ved Rallebeksgyden at levere og belægge Veien med 78 324 Rbd. 61 s. Cubikf. Gruus, beregnet til Værdie Paa Veistrækningen fra 6 Milepælen til 7 Milepælen paa Horne Mark at levere og belægge Veien med 54 249 Rbd. 32 s. Cubikf. Gruus, beregnet til Værdie Paa Veistrækningen fra 7 Milepælen til Bøyden Færgebroer at levere og belægge Veien med 7 Cubikf. Gruus, 28 Rbd. 23 s. beregnet til Værdie. Conditionerne ere 8 Dage forinden Licitationen til Eftersyn paa Birkecontoiret i Salling og hos Undertegnede.
231102;ode_074918;1825-06-24;Udenlandsk;t;Udenlandsk;t;Udenlandske Blandinger;;;Østerrig. Foruden den jernbanede Vei imellem Budweis og Mauthausen, skal endnu anlægges en anden af samme Slags imellem Prag og Pilsen.
248028;ode_091890;1829-08-04;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;bog;Paa Adressekontoiret faaes : Eventyreren og den skjønne Tuneserinde af Forfatteren til Rinaldo Rinaldini. 8 Mk. heft. Digtninge af H. D. Brink=Seideling. 10 Mk. paa Skrive og 7 Mk. paa Trykpapir. Beskrivelse over Kjøbenhavn. Veiviser for Reisende. 2det Oplag. 4 Mk. 8 s. heft. Miniaturbibliothek for Moerskabslæsning. 1ste Hefte. 12 s.
187659;ode_031465;1816-05-10;Udenlandsk;t;Udenlandsk;t;Titelblad;;;"Frankerig. De Pariser Domstole ere endnu i fuld Virksomhed. Saaledes blev den 29 April holdt Krigsret over GeneralCambronne, der fulgte med Bonaparte som Kommandant over 400 Mand Tropper til Elba; og vendte med ham tilbage til Frankerig. Ubekjendt var jegt siger Cambronne, i Forhørerne, med Hensigten af Bonapartes Reise, jeg var hans Undersaat, og burde ikke forlade ham i Ulykken. Efter at vi vare landede i Frankerig, kommanderede jeg Avantgarden, som bestod af 40 Mand Garde; men reiste snart allene forud, da jeg fandt ingen Modstand, og overalt Venner. Seenere fulgte jeg med Bonaparte til Belgien, blev haardt saaret i Slaget ved Waterloo og bragt fangen til Engelland. Da jeg ikke længer var Bonapartes Undersaat, kom jeg frivillig til Paris for at hylde Kongen; men blev strax arresteret. J Vendsen har jeg forhen reddet mange Geistlige og Franske, som vare landede ved Quiberon, hvorpaa jeg kan fremstille Vidner. Nei, vedblev derpaa hans Advokat, den Mand, som frelste saa mange Slagtoffere ved Quiberon, bør ikke bløde under BøddelSværdet. Krigsretten frikjendte derpaa General Cambronne med 5 Stemmer imod 2."
232115;ode_075931;1825-09-20;Udenlandsk;t;Udenlandsk;t;Udenlandske Blandinger;;;Frankerig. Den franske Konsul i Marocco har i afvigte Mai Maaned været i Fetz, og havt Audients hos Keiseren, som lod ham sige: at Kongen af Frankerig og den franske Nation stod meget høit i hans Gunst. Konsulen overleverede derpaa Paschaen en Skrivelse fra Kongeni en prægtig Kapsel og et Diadem af Diamanter m. m. hvilket Keiseren gjengjeldte med en Løve, en Struds og 4 Heste.
157988;ode_001794;1809-06-02;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Avertissements;;;Gaarden c. p. er stor circa 112 Tøndet i Qvantitet og 62 Tønder 3 1/2 Skp. Bonitet. De ordinaire Afgivter beløbe omtrent aarlig 88 Rd. Bygningerne ere i meget god Stand, ogfor enhver honet Familie beqvem. Beliggenheden er saa god, som den kan forlanges, omtrent 2 1/2 Miil fra Haderslef, 1 1/2 Miil fra Colding og 3/4 Miil fra Christiansfeldt, ved den store Landevei fra Haderslef til Colding. Skov og Tørvejord, er til Fornødenhed ved Gaarden. Af Rug er hidindtil aarlig saaet 8 Tønder, Byg 7 Tønder, Havre 20 Tønder og Boghvede 5 Tønder. Høe kan aarlig avles 120 til 130 Læs. Af Kreaturer kan holdes 6 a 8 Heste og 40 Stkr. Hornqvæg, samt 10 Faar. Jorderne kan betydelig forbedres. Gaarden opbydes først i Parceller og siden samlet. Auctions=Konditionerne kan 14 Dage i Forveien herinspiceres, og bemærkes deraf foreløbig, at Halvparten af Kjøbesummen kan blive staaende indtil Michaelis 1810. Hvem der forlanger nærmere Oplysning om denne betydelige Besiddelse, kan faae samme paa Gaarden. Strax efter Gaardens Salg bliver en Deel Kreaturer og Mobilier, Massen tilhørende, ligeledes offentlig solgt. Haderslef udi Tyrstrup Herredsfogderie den 9 Mai 1809. G. D. Langreuter.
186869;ode_030675;1816-03-18;Udenlandsk;f;Jndenlandsk;t;Blandede Efterretninger;;;Paa Onsdag prædiker Hr. Lærer Welhaven i St. KnudsKirke. -
299496;ode_143522;1840-05-12;Bekjendtgjørelser;f;Jndenlandsk;t;Fædrelandet;;;"Odense Kirkenyt. St. Knuds Sogn. Døbte: den 4 Mai, practiserende Læge C. Møllers Søn: Victor Møller; Fadd.: Jfrr. J. Winther og E. Møller, Justitsraad Winther fra Kjøbenhavn, Birkedommer Møller og Forpagter Trolle fra Frederiksgave. S. D., Skrædermester K. G. Andersens Datter: Marie Cathrine Andersen; Fadd.: Jfrr. S. F. Andersen og K. A. Knudsen, Muursvend Winterligh, Snedkersvend Lassen og Jernstøber H. Thomsen. Den 7de, Proprietair til Flintholm F. N. Langes Søn. Christian Frederik Reinholt Lange; Fadd. Jfrr. P. Hansen og G. Lange, Discipel J. Lange, Cand. theol. W. Hansen og Barnets Fader. Den 8de. Brændeviinsbr. C. Clausens Datter: Kirstine Pauline Clausen; Fadd. Mad. Clausen, Sognefoged K. Nielsens Enke af Hunderup, Brændeviinsbr. J. Pedersen, Handskemagerm. H. Clausen og Hattemagersv. N. Dorch. S. D., Skræderfrimester C. G. Kaufmanns Datter: Wilhelmine Caroline Marie Kaufmann; Fadd.: Jfrr. L. Foersom og N. Nielsen, Skomagerm. H. O. Pommer, Garverm. R. Pedersen og Bundtmagersv. C. Schleier. - Ægteviede: den 4 Mai, Skrædersv. Niels Larsen og Pigen Anna Johanne Jespersen, den 5te Slagtersv. Johan Thomsen og Jfr. Caroline Braadt: den 6te, Ungkarl Anders Mortensen og Pigen, Wilhelmine Henriette Christophersen. - Døde: den 2 Mai, Lærling Niels Hansen, 19 Aar; den 3die, Leietjener J. Andersens Søn, Peter Sophus Andersen, 9 Aar; den 5te, K. Nielsens dødfødte Datter; J. D., Skarpretter J. Henr. Stengel, 66 3/4 Aar. St. Hans Sogn. Døbte: den 8de, Bataillonschirurg J. F. Jørgensens Datter: Thora Catharina Johanne Jørgensen; Fadd.: Enkemadame Jørgensen, Jfr. T. Steenfeldt, Pastor Steenfeldt, Procurator S. Hansen og Kjøbmd. Sønderburg fra Slesvig. Den 10de, Smaakjører J. Knudsens SønKnud Jørgensen, Fadd.: Pigerne M. Madsen og M. Hansen, Kanalopsynsmand N. Hansen, Muursv. H. Nielsen og Arbeidsmand J. Pedersen. S. D., Korporal N. Hansens Datter: Caroline Kirstine Hansen; Fadd. Mad. Rasmussen og Jensen, Korporal Fielsted, Trompeterne Knudsen og Jensen. S. D., Vægter A. Larsens Tvillinger: Niels Christian Larsen og Ane Sophie Larsen; Fadd.: Huusmand L. Hansens Kone, Vægter M. A. Pedersens Kone, Pigerne M. Hansen og M. Jørgensen, Huusmand L. Hansen, Ungkarlene J. K. Hansen, N. Jørgensen og K. Pedersen. - Død, den 10de, Skomagere 8 mester P. W. Falcks Datter, Hansine Ane Kirstine Falck, 8 Maaneder."
201770;ode_045576;1819-02-16;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Avertissements;;;"Paa det Fjerdingaarsskrivt, Hr. Professor h. Nyeruagter at udgive under Titel Breve og Beretninger fra danske Reisendes modtages Subskription her paa Adressekontoiret, hvor og Planerne ligge til Eftersyn. S. Hempel. De afdøde Frue Kammerraadinde Svitzers Boe tilhørende faste Eiendomme her i Nyborg, bestaaende af et grundmuret Huus i Mellemgaden og circa 14 Tdr. Land tæt ved Byen, bliver ved 3 Auctioner opraabte til Bortsalg, hvoraf 1ste Auction afholdes Mandagen den 25 dennes, 2den Auction Mandagen den 8 Febr. og 3die og sidste Auction Mandagen den 25 Febr. d. A., samtlige paa Byens Raadstue om Middagen Kl. 12 slet. Konditionerne erfares paa Auctionsstedet. Nyborg den 17 Jan. 1819. D. T. Lawætz. Gaardkjøb, J en af Fyens, med Hensyn til Handel og Sellads, bedste beliggende Kjøbstæder, er en til Handel og Brændeviinsbrænderi meget fordeelagtig indrettet Gaard at erholde tilkjøbs. Samme Gaard bestaaer af 12 Fag 2 Etages Stuebygning til Gaden, med Kielder under 6 Fag, og Maltkiølle paa Loftet; for øvrigt bestaaende af passende og anstændige Værelser. 44 FaSide= og Baghuse, indrettet til Værelser, Kjøkken, Brygger, og Pakhuse, samt Heste og Kostalde med øvrige fornødne Lokale, endog til Avlingsbrug. Desuden er i, og følger med Gaarden, et komplet Brændeviinstøi paa 7 Tønders Størrelse og behørig Vand i Gaarden, ligesom der og, om ønskes, kan følge en Hauge med i Kjøbet. Jblandt andre Vilkaar kan 1500 Rbd. blive indestaaende i Eiendommen efter nærmere Overeenskomst, og Resten af Kjøbesummen kan, om forlanges afbetales i forskjellige Terminer mod passende Sikkerhed Lielhaverne ville behage at henvende dem til undertegnede Prokurator C. H. Hansen, boende i Odense Nørregade No. 400 der giver nærmere Anviisning, og i al Fald besørger Alkorddens Aslutning. Hansen. Sjette Auction."
