input,output,parsed
"Peder Knudsen Ruus, en Bondes Levnetsbeskrivelse i meerende Fortæll. for Almuen ved Hr. Provst Rasch, Sognep, i Harritzlew, koster 20 sk.; endeel Tegne, Brodeer- og Strikke Mynstere, endeel Beregnings Tabell. over forskiell. Mynter; rigtige udregnede Vexel Tabell.; en nye Lærebog i Krigs Videnskaberne med flere nye Literatur=Sager ere at faae hos Schytte.","""original_title: Peder Knudsen Ruus, en Bondes Levnetsbeskrivelse i meerende Fortæll. for Almuen""
""translated_title: Peder Knudsen Ruus, a Farmer's Biography in Entertaining Stories for the Common People""
""author: Hr. Provst Rasch""",[]
"Hos Poul Frausing ved Vesterport kan bekommes Skarlot=Løg i Pdviis, for billig Priis En Nodebog, hvori stod Zegumerdandsen af Herman v. Unna, er mig frakommen, hvo som vil levere den til Hr. Skræder Funk paa Tangen, bekommer 2 Rdlr. i Dusør. O. G. F. Bagge.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Den kongel. Priseret i Aarhuus, den 10de Julii 1810. Fortsættelse af de Gaver, som ere indkomne til den brandlidte Gaardmand Jens Jørgensen af Tendrup. Fra S. T. Hr. Oberstlieutenant v. Folsach, til Giessinggaard . . 10 Rd. Fra en ubenævnt . . . . . . . - 24 s. Tilsammen 10 Rd. 24 s.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"De Flere, som gientagne Gange have modtaget Regninger fra mig, det være sig enten for Bøger, Aviser, Avertissementer eller i Læsekontingent, ville behageligen snarest mueligt afgiøre samme, da de derved ikke allene spare gientaget Porto, men endog mig for den Ubehagelighed at maatte nægte Opfyldelsen af deres fremdeles Forlangender. A. F. Elmquist.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Laaneren af en Almanak for Selskabstheatre 1818 udgiven af N. T. Bruun, saavel det Exemplat de hører til Polybymnias Theaterbibliothek, som H. Elmquists Læseselskab, ombedes saasnart mueligt i tilbagelevere samme til Adressekontoiret. Hos undertegnede er tvende Værelser til Leie til første Paaske Flyttetid, sammesteds er Haugefrøe i bekomme i Klostergaden hos Laurs Gjedvad","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Hos Undertegnede faaes : Maries=Lund, et poetisk Malerie af Olavius, heftet 4 Rbmk. Samling af de vigtigste Forordninger, Plakater, Rescriper o. s. v. Landmilicevæsenet, Søe-Sessions-Sagerne m. m. som ere udkomne indtil Aarets Udgang 1815, tillige med et Anhang, indeholdende de Anordninger, som ere udgivne i Aaret 1816, ved C. Sørensen, Prøve=Prekurator, i r. m. 7 Rbd. J. Jessen.","""original_title: Maries=Lund, et poetisk Malerie; translated_title: Maries=Lund, a Poetic Painting; author: Olavius

""original_title: Samling af de vigtigste Forordninger, Plakater, Rescriper o. s. v. Landmilicevæsenet, Søe-Sessions-Sagerne m. m.; translated_title: Collection of the Most Important Ordinances, Posters, Rescripts, etc. on the Militia System, Naval Session Matters, etc.; author: C. Sørensen",[]
"En Samling af de berømteste Componisters Portraiter indfattede i Mahognie Rammer, anvises tilkjøbs fra Adressekontoiret. kiøbs fra AdresAf Baron la Motte Fouqvees Mührchenbuch for Kinder, m.R., ere Expl. at faae tilkjøbs paa Adressekontoiret. .... . Specier 20 a 21. Kours den 21de Marts- ; Oblig. 93 1/2. Rbmk.; Committees. Norske Sedler 24 1/2. me Almisse. Meins og sær","original_title: Mührchenbuch for Kinder
translated_title: Little Book for Children
author: Baron la Motte Fouqué","[('mührchenbuch for kinder', 'baron la motte fouqué')]"
"For det indsendte Stykke ""Den nægte Brudevielse, eller den fingrette kraft, kan vende Er det indfandt. Stukke Dr. Cand. vielse, eller den fingrertekræfte tan vede indført, vilde Forfatteren behage at opgive sit Navn herAdressekontoiret.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Horsens og dens Omegns Kunstyndere har jeg den Ære at tilkiendegive, at jeg næsik Søndag den 9de Maii giver min sidste Forestilling, bestaaende af: Kapelmesteren af Venedig, komisk Qvoblidet, med Munt af forskellige Komponister Landsbyeskolemesteren. eller den nye Læremethode, komisk Syngestykke. Billetter a 1 Rbd. ere at erholde i mit Logis hos Hr. Kom. F. Yving, samt om Aftenen ved Indgangen. Fr. Roeppke.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Hos Radame Munck paa Badstuegade er strax til meubleret Værelse at faae til Leie, Badens alphabetisk Ordbog over fremmede Ord, er nedsat til 21 Mk. indbunden i S. og T, haves i Aarhuus hos Boghandler Jessen. Sammesteds faaes 1 Expl. af Videnskabernes Selskabs Kort over Siælland for billig Priis.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Den gode Ven som for nogen Tid siden laante en Nødebog af mig med Dandse udi, samt blaat Vind om, bedes snarest muligt at aflevere samme. P. Albricht.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Condition for en Huuslærer paa Landet, helst en Student, anvises af Bloch.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Bekjendtgjørelser. De naturvidenskabelige Forelæsninger begynde atter Onsdagen den 10de August Kl. 7, og fortsættes som S. Køster. forhen.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Bekjendtgjørelser. Efter det lykkeligste Ægteskab, i næsten 30 Aar blev jeg, den 20de d., ved en hastig og uventet Død, berøvet min inderligelskede Mand Provst Peder Berthelsen, Sognepræst til Torrild og Wedsleth Menigheder, i hans Alders 62de Aar. Dette bekjendtgjøres sørgeligst, forvisset om at fraværende Slægt og Venner vil deeltage i min og Børns billige Sorg. Torrild Præsteged, den 28de Decbr. 1825. H. S. sal. Berthelsens, fød Brøndlund.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
Bekjendtgjørelser. Sidste Forestilling: Søndagsaften opføres: Lystspillet eller Veddemaalet. Originalt Lystspil i 5 Atter. Til Slutning: Takog Afsked. Olsen & Scavenius.,"original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Bekjendtgjørelser. Til de ulykkelige Græker. har jeg endvidere havt den Glæde at modtage: Fra Beboerne i Vibye og Thiset Sogne, ved Hs. H. Hr. Provst Mehl i Vibye, 7 Rbd. 3 Mk. 8 s. S. T. A. F. Elmquist.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"En smuk 3 Etage Kakkelovn anvises tilleie fra Adressekontoiret. Religionsforedrag for Jesu tænkende Bekiendere af Dr. Theol. Johansen, 1ste Deel, 10 Mk. Dagbog, over Hs. K. Høihed Prinds Frederik Carl ChristiansUdenlandsrelse, samt over Høitidelighederne ved Hs. 1 K. Høibeds Formæling med Hs. K. Høihed Prindsesse Wilhelmine Maria, 1 Mk.; faaes hos S. Wari berg og J. Jessen.","""original_title: Religionsforedrag for Jesu tænkende Bekiendere""
""translated_title: Religious Lectures for Jesus' Thoughtful Confessors""
""author: Dr. Theol. Johansen""

""original_title: Dagbog, over Hs. K. Høihed Prinds Frederik Carl Christians Udenlandsrelse, samt over Høitidelighederne ved Hs. 1 K. Høibeds Formæling med Hs. K. Høihed Prindsesse Wilhelmine Maria""
""translated_title: Diary, on His Royal Highness Prince Frederik Carl Christian's Foreign Journey, and on the Ceremonies at His Royal Highness's Marriage with Her Royal Highness Princess Wilhelmine Maria""
""author: NO_AUTHOR""",[]
"Undertegnede er flyttet fra Kannikkegade til FrueKirkestræde No. 104, bekjendtgjøres herved for mine ærede Kunder. E. K. Løchen, Skrædermester. Fra Pressen er udkommet: hantasus. En Samling af danske Folkesagn, ved Fr. Sneedorff Birch. Faaes hos Jessen og Warberg for 1 Rbd. Exempl.","original_title: hantasus. En Samling af danske Folkesagn
translated_title: hantasus. A Collection of Danish Folktales
author: Fr. Sneedorff Birch","[('hantasus. en samling af danske folkesagn', 'fr. sneedorff birch')]"
"Bekiendtgjørelser. Theatret i Aarhuus. Mandagen den 14de Februar opføres: (Første Abonnementsforestilling) Planen, eller: Soldater og Bønder."" Lystspil i 1 Akt. Derefter: ""Kjærlighed paa Nicolai Taarn. Vaudeville i 1 Act, af H. C. Andersen.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"J Gaarden No. 810 paa Klostergaden er 4 Værelser, foruden Kjøkken, Spisekammer og Fadebur i 2den Etage, og i 1ste Etage 2 Værelser, Sovekammer, Pigekammer, Kjøkken og Spisekammer, at faae tilleie, hvilket helst ønskes til Paaskeflyttetid. Aarhuus, den 16de Marts 1831. H. Gundersen. Om de preussiske Provindsialstænders Væsen af Dr. David, 24 s. Jnidisk Stat, 8 Mk. Johannes Ewads Levnet, 8 Mk. 8 s., ere at faae hos S. Warberg. Redigeres, trykkes og udgives 4 Gange ugentlig af A. F. Elmquist.","""original_title: Om de preussiske Provindsialstænders Væsen
""
""translated_title: On the Nature of the Prussian Provincial Estates
""
""author: Dr. David

""
""original_title: Johannes Ewads Levnet
""
""translated_title: The Life of Johannes Ewald
""
""author: NO_AUTHOR",[]
"En smuk saa god som ny holsteensk Vogn med 3 laketede Agestole anvises tilkjøbs fra Adressekontoiret. Redigeres, trykkes og udgives 4 Gange ugentlig af A. F. Elmquist.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Endeel diverse Skrivpapiter faaes til meget billige Priser hos Fr. Cl. Døcker. Nyeste fine Crystal og Glas-Varer, saasom: Frugtvaser, Potpourt- og Blomster=Vaser, Lysestager, Plat de Menager, div. Facons, Thee- og Sukkerdaaser, Assietter, Lyserosetter, div. fine Bægere, og Glas, m. m. m., ere arriverede. Fr. Cl. Døcker.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Fjerde Tillæg til Cataloget over Bøgerne i AarhuusStiftsbibliothek er udkommet og erholdes i Bibliothekets Locale de sædvanlige Udlaaningsdage Tirsdag og Løverdag Middag Kl. 12-1, for 1 Mk. Tegn. Redigeres trykkes og udgives 4 Gange i A. F. Almanist.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Kjærligheds Drømme, Vaudeville i 2 Acter, efterScribe, ved Prof. Heiberg. Billetter, til 4 Rbmk. Stykket, erholdes hos Hr. Gjestgiver Fulling, samt ved Indgangen, som aabnes Kl. 6. Begyndelsen skeer præc. Kl. 7.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
Et complet og godt conditioneret Exemplar af Læsefrugterne er at faae for en meget moderat Priis hos S. Warberg.,"original_title: Læsefrugterne
translated_title: The Reading Fruits
author: NO_AUTHOR","[('læsefrugterne', 'no_author')]"
"Nye friske Appelsiner, Pommerantzer og Citroner ere arriverede, og faaes billig hos J. F. W. Røse.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Udmærket god Deres Viin faaes paa Bouteiller meN. Malling. get billig hos Norsk Kronglas & Stetiner-Glas faaes hos A. Malling. Materialier. Udenadstavning og Dictatskrivning, samlede af J. Pilkiær, Skolelærer i Veilbye.","original_title: Udenadstavning og Dictatskrivning  
translated_title: Memorization and Dictation Writing  
author: J. Pilkiær","[('udenadstavning og dictatskrivning', 'j. pilkiær')]"
"Hos Samme kan en confirmeret Dreng strax antages i Lære. Nye Enterpe. Visebog for Damer og Herrer. 1837. Første og andet Hefte, Subskriptionspriis 2 Mk. pr. Hefte, faaes hos J. Jessen.","original_title: Nye Enterpe. Visebog for Damer og Herrer
translated_title: New Enterpe. Songbook for Ladies and Gentlemen
author: NO_AUTHOR","[('nye enterpe. visebog for damer og herrer', 'no_author')]"
"Nylig er arriveret: nye franske Svedsker, MallagaRosiner, føde, bittre & Krak=Mandler, Confectrosiner, Katrineblommer, Figener, lyst St. Croix Sukker, nye Caroline-Riis, friske Citroner og Appelsiner, Carristof, Sucat, Haysan & Congo Thee, Lyneborg Salt, Sago som iøvrigt Alt til Urtekramhandelen Henhørende, faaes til billige Priser hos Chr. Christensen.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Godkjøbs Udgaver af to klassiske Værker: ""Causend und eine Nacht. Treu nach dem arab.","```
original_title: Causend und eine Nacht
translated_title: Thousand and One Nights
author: NO_AUTHOR
```","[('causend und eine nacht', 'no_author')]"
"Et stort udmærket godt Haand Harmonia-Accordium som har kostet 15 Rbd., og hvorpaa kan spilles Coraler, Marscher m. m., er indlagt til Salg for 10 Rbd. hos Hr. Boghandler Warberg. Sammesteds sælges 88 Kobbere af Meyers Universum med tilhørende tydsk Text for 27 Mk. 42 Dito med dansk Text 13 Mk., som kun er halv Subskriptionspriis. Redigeres, trykkes og udgives 4 Gange ugentlig af Overkrigscommissair A. F. Elmquist.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Hos en Præstesamilie, nogle Mile Østen for Ringkjøbing, kunne 2 Drenge eller Piger antages i Huset. Foruden omhyggelig Pleie og grundig Underviisning i Sprog og de almindelige Skolevidenskaber, tilbydes Underviisning paa Pianoforte og i Nutidens qvindelige Haandarbeider. Adressekontoiret i Aarhuusanviser.","""original_title: NO_BOOK""
""translated_title: NO_BOOK""
""author: NO_BOOK""",[]
Boghandler Løwenthal i Randers agter i denne Bye at oprette et musikalsk Leiebibliothek.,"original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Nye Catrineblommer, franske Svedsker, Mallaga=Figen, grønne russiske Ærter, Syltet=Ingefær, m. m. m., faaes paa Svane-Apotheket i Aarhuus hos Køster.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
Paa dette Blad kan i Aarhuus subskriberes hos Warberg og i den Jessenske Bogh. Med dette Nr. følger til Abonnenterne 2 udenfor Aarhuus By og Omegn Subskrivtionsplan paa et nyt fransk dansk og danskfransk Haandlexicon af Professor Borring. Paategnede Planer bedes indsendte til nærmeste Boglade.,"original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Bekjendtgjørelser. Literatur. Fra Pressen i Kjøbenhavn er udkommen og faaes hos Giegengack i Mariebo: 1. Kjærligheds-Almanak for smukke Piger og Koner &c. Den indeholder, hvorledes Man bedst kan insinuere sig i Kjærlighedssager; hvormange Gange der kan kysses i een Time, o. s. v. Priis: 12 Skilling. Skomageren i Paradiis og Skrædderen i Helvede. En Vaudeville. 12 Skilling. Hos Giegengack i Mariebo faaes: 1. Hemmelig Herebog. Et Selskabspil, hvorved Man paa en forunderlig og morende Maade, ved at oplægge et heelt Spil Kort, kan forudsee sin tilkommende Skjæbne. Priis: 16 Skilling. Det smukke Kjons allernyeste Drømmebog, med vedføiede Tal over Drømmene, der efter Behag kunne vælges i Tallotteriet. 16 Skilling.","""original_title: Kjærligheds-Almanak for smukke Piger og Koner""
""translated_title: Love Almanac for Beautiful Girls and Wives""
""author: NO_AUTHOR""

""original_title: Skomageren i Paradiis og Skrædderen i Helvede""
""translated_title: The Shoemaker in Paradise and the Tailor in Hell""
""author: NO_AUTHOR""

""original_title: Hemmelig Herebog""
""translated_title: Secret Book of Here""
""author: NO_AUTHOR""

""original_title: Det smukke Kjons allernyeste Drømmebog""
""translated_title: The Beautiful Gender's Newest Dream Book""
""author: NO_AUTHOR""",[]
Paa Steens Forlag er udkommet første Hefte af et periodisk Skrift: biographisk Lommebog.,"original_title: biographisk Lommebog
translated_title: Biographical Pocketbook
author: NO_AUTHOR","[('biographisk lommebog', 'no_author')]"
Kortfattet Underviisning i Agerdyrkning. En Læsebog for Landsbyskoler. Udgiven af det kongelige Landhuusholdningsselskab 1835. Jndb. 2 Mk. Tages 12 Expl. da gives 8 pCt. Rabat mod Contant. Rottbøll Sadolin.,"original_title: Kortfattet Underviisning i Agerdyrkning
translated_title: Concise Instruction in Agriculture
author: NO_AUTHOR","[('kortfattet underviisning i agerdyrkning', 'no_author')]"
"Hertugdømmene. Redigeres, trykkes og forlægges af Udgiveren Søren Hempel i Odense. at Torsdagen den 6 September 1821.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"AVERTISSEMENTS. 584712176. M. C. R. J den Hempelske Boghandel modtages Subskription paa Landoeconomisk Maanedsskrift, især for mindre Jordbrugere. Under Medvirkning af flere Landoeconomer, udgivet af N. Schmidt. Hver Maaned udgaaer et Nummer. Subskriptionsprisen er 1 Mk. 2 s. Qvartalet. Forsaavidt complette Exemplarer haves af de tidligere udkomne Nummere, vil disse kunne erholdes. Dansk homletisk Magazin, samlet J. L. Rohmann, 638 Sider, stor Octav, 3 Rbd. 4 Mk. heftet. Dette Værk, som er det første i vor Literatur udkomne originale homiletiske Magazin, indeholder en Samling af henimod 2000 Dispositioner eller Udkast til Prædikener paa alle Aarets Søn= og Helligdage, saavel over Epistel, som Evangelieterterne, samt en Samling af Udkast til Høst- og Festprædikener, uddraget af de bedste danske Prædikanters Arbeider fra 1780 til 1842. Desuden indeholder det en betydelig Samling af bibelske Texter til alleslags Leilighedstaler, ordnede efter de forskjellige Leiligheder, ved hvilke slige Taler pleie at holdes af den Geistlige i vor Kirke. Bogen anbefales derfor som en brugbar Haandbog for enhver geistlig Mand. Den faaes i de fleste Boglader, og i Odense hos Forlæggeren. den Hempelske Boghandel. Fyens Avis.","original_title: Landoeconomisk Maanedsskrift
translated_title: Agricultural Monthly Journal
author: N. Schmidt

original_title: Dansk homletisk Magazin
translated_title: Danish Homiletic Magazine
author: J. L. Rohmann","[('landoeconomisk maanedsskrift', 'n. schmidt'), ('dansk homletisk magazin', 'j. l. rohmann')]"
"Endnu samme Aar skrev han sin: Lady of theLake (Damen fra Søen), det meest populære blandt alle hans Værker, skjøndt det efter manges Meening i flere Henseender maae staae tilbage. for : the Lay of the last minstrel. Fra 2den Juni, til 22de Septbr. afsattes af hans Lady of theLake 16000 Exemplarer for 7800 Pund. J Aaret. 1811 skrev han the vision of Don Roderik. (DonRoderiks Syn), 1813 Rokeby (af dette Digt, afsattes ligeledes 16000 Exemplare for 9548 Pund fra Jan. til 14de April 1813 og 1814 the Lord ofthe isles (Øernes Herre, videre leverede han er prosaisk Værk om Oldsagerne ved Englands Kyster, (the border antiquities of England) og en nye Udgave af Stifts Værker med Forfatterens Levnet og Anmærkninger. J en senere Periode udkom hans Letters to his Kinsfolks (Breve til hans Beslægtede, og hans Digt the Battle ofWaterloo (Slaget ved Waterloo). Foruden dis, se Værker, der viser en ikke mindre omfattende, Lærdom og Fliid end Originalitet og Digtergenius, tæller man ogsaa blandt Walter Scotts Forfatterproducter en Række af Romaner, der have erholdt en sielden Popularitet. Blandt disse ere Wawerley, Guy Mannering, Douglas, &c. som han længe er vilde vedkjende sig. Robinthe red (Røde No. bin er ogsaa oversat paa Dansk. Scott skal være sysselsat med et beskrivende Værk over Skotlands Oldsager, og han har tillige lovet Publikumsen Skotlands Historie. Han har en Broder i Amerika, hvis Genie skal være beslægtet med hans, og hvem man derfor har tillagt adskillige af de interessante Romaner, som Walter Scott ei har villet erkjende for sine. Walter Scott er udentvivl den rigeste af alle nulevende Digtere, og er for faa Aar siden bleven udnævnt til Baronet. 29 Lord Byrons sidste Reise til Grækenland. (Af Randers Avis.) Grev Peter Gambas (Byrons Ledsager) under denne Titel udgivne Reise-Journal, har baade et bestemt Sandheds=Præg og giver tillige Oplysning om flere interessante Omstændigheder. Dertil maa man vel fornemmelig regne, hvad der kan henføres under de Spørgsmaale: Hvad var Byronssande Hensigt i Grækenland, Stræbte han efter Overherredømmet, Vilde han være en gammel Nations Gjenopreiser og et nyt Dynasties Begrunder. - Den græske Regjering"" siger Grev Gambarasendte Deputerede til Lord Byron, for afham selv at erfare, om han var tilbøielig til at antage en General=Gouverneurs Post over Grækenland, hvorved forstodes: den allerede befriede Deelaf Fastlandet, med Undtagelse af Morea og Øerne. General Londos, hans gamle Ven (fra den Tid han som Yngling opholdt sig i Grækenland, og en anden Græker, der begge vare vel bekjendte med Landets Anliggender, skulde da, som Raader, have sat ved Siden af ham. Fra Cradini, hvor han da befandt sig, lod han Regjeringen sige: at han for det første gik til Salona og derfra skulde være til dens befaling. Han vilde ikke være uvillig til at modtage en saadan Post, naar han først havde overtydet sig om, at han ogsaa kunde stifte nogen Nytte. De Farer, hvorfor hine Provindser, vare udsatte, bleve for ham en ny mægtig Bevæggrund til at antage en saadan Post, kun maatte han først prøve; om denne Overbefaling ikke maaskee skulde bestaae i det blotte Navn."" - Disse ere i Sandhed mærkværdige Yttringer, og de blive det endnu mere, naar man tillige seer hen til Lord Byrons Ombyggelighed for at undgaae at indlade sig i Forbindelse med noget af de forskjellige græske Partiers Overhoved; hans idelige Forsikkring, at hans Bestræbelser gik ud paa at knytte det hele tættere til hinanden; hans Omsorg for at bringe Laanet i England istand og selv at anvende endeel af sin Formue deri; hans Organisering, ei tiene af et Slags prætoriansk Skare; men af en formelig Livgarde, bestaaende af Sulioter og Philhellener; samt flere paafaldende Omstændigheder; Drømme, om en græsk Krone, turde maaskee saaledes, hverken i vaagen eller sovende Tilstand, have været Lord Byron fremmet.","1. 
original_title: Lady of the Lake
translated_title: Damen fra Søen
author: Walter Scott

2. 
original_title: The Lay of the Last Minstrel
translated_title: NO_TRANSLATION
author: Walter Scott

3. 
original_title: The Vision of Don Roderik
translated_title: Don Roderiks Syn
author: Walter Scott

4. 
original_title: Rokeby
translated_title: NO_TRANSLATION
author: Walter Scott

5. 
original_title: The Lord of the Isles
translated_title: Øernes Herre
author: Walter Scott

6. 
original_title: The Border Antiquities of England
translated_title: Oldsagerne ved Englands Kyster
author: Walter Scott

7. 
original_title: Letters to his Kinsfolks
translated_title: Breve til hans Beslægtede
author: Walter Scott

8. 
original_title: The Battle of Waterloo
translated_title: Slaget ved Waterloo
author: Walter Scott

9. 
original_title: Waverley
translated_title: NO_TRANSLATION
author: Walter Scott

10. 
original_title: Guy Mannering
translated_title: NO_TRANSLATION
author: Walter Scott

11. 
original_title: Douglas
translated_title: NO_TRANSLATION
author: Walter Scott

12. 
original_title: Rob Roy
translated_title: Røde Robert
author: Walter Scott

13. 
original_title: Lord Byrons sidste Reise til Grækenland
translated_title: Lord Byron's Last Journey to Greece
author: Grev Peter Gamba","[('lady of the lake', 'walter scott'), ('the lay of the last minstrel', 'walter scott'), ('the vision of don roderik', 'walter scott'), ('rokeby', 'walter scott'), ('the lord of the isles', 'walter scott'), ('the border antiquities of england', 'walter scott'), ('letters to his kinsfolks', 'walter scott'), ('the battle of waterloo', 'walter scott'), ('waverley', 'walter scott'), ('guy mannering', 'walter scott'), ('douglas', 'walter scott'), ('rob roy', 'walter scott'), ('lord byrons sidste reise til grækenland', 'grev peter gamba')]"
"J Edinburg svede allerede Presserne under en ny Udgave af Walter Scotts Napoleons Levnet, med talrige Forbedringer, Tilsætninger, Udeladelser og Berigtigelser. Den bliver 6 Bind i 8vo. 1) Hr. John Lee Stevens i Plymouth har opfundet en Methode, hvorved Dampskibenes Hurtighed forøges, og Brændematerialiet oven kjøbet bespares.","""original_title: Napoleons Levnet""
""translated_title: The Life of Napoleon""
""author: Walter Scott""",[]
"Nye udkomne Skrifter: Afhandling om hvorledes Danmarks ruinerede Riigdomskilde, Agerdyrkning og Landvæsenet, mulig igjen kunde bringes i ønskelig Tilstand, og den tabte gyldne Tid derved vindes tilbage. 24 s. - Bibliothek for dannede Læsere. Juli=Hæftet, indeholdende: Søerøveren, Roman af Walter Scott, oversat af Schaldemose, 1ste Hæfte. (8 Ark stort.) 4 Rbmk. - Jntriguen i Dyrehaugen og Eventyret i Charlottenlund, en comisk Fortælling. 8 s. - Der Brautigam ohne Strumpe. Ein Trauerspiel i 5 Acter, von Johann Hermann Wessel. Aus dem Danischen ubersetzt von A. Martini. 3 Rbmk. - Huusvennen, Underholdning i Familiekredse, 16 Binds 2det Hæfte, udgivet af J. C. Wegner. (Dette saa mange interessante Fortællinger indeholdende Tidsskrivt, som sluttes med dette Hæfte, erholdes i den schulziske Boghandling i Kjøbenhavn complet for 7 Rbmk. Hæftet). Døde. Kjøbenhavn: Forhenv. Postcontrolleur J. Qvist; Niels Sehested Friis; Lovise Aug. Steinmetz, fødGradt, 26 Aar. Jfr. Frederikke West; Anne K. Jørgensen, f. Høeg, 22 Aar. - Citadellet Frederikshavn, Frederikke A. W. Prunst. - Frederiksberg, Frue Adel Cathrine Melchiorine Holstein. - Odense: Adjunct ved CathedralSkolen Joh. Peter Boye; Enkefrue Hanna F. Prinzen, f. Torwerdt, 77 Aar. - Sundbye paa Falster: Student Wilhelm Aug. Hopffner.","""original_title: Afhandling om hvorledes Danmarks ruinerede Riigdomskilde, Agerdyrkning og Landvæsenet, mulig igjen kunde bringes i ønskelig Tilstand, og den tabte gyldne Tid derved vindes tilbage""
""translated_title: Treatise on How Denmark's Ruined Source of Wealth, Agriculture and Rural Affairs, Could Possibly Be Restored to a Desirable State, and the Lost Golden Age Thereby Regained""
""author: NO_AUTHOR""

""original_title: Søerøveren""
""translated_title: The Pirate""
""author: Walter Scott""

""original_title: Jntriguen i Dyrehaugen og Eventyret i Charlottenlund""
""translated_title: The Intrigue in the Deer Park and The Adventure in Charlottenlund""
""author: NO_AUTHOR""

""original_title: Der Brautigam ohne Strumpe""
""translated_title: The Bridegroom Without a Stocking""
""author: Johann Hermann Wessel""

""original_title: Huusvennen, Underholdning i Familiekredse""
""translated_title: The House Friend, Entertainment in Family Circles""
""author: J. C. Wegner""",[]
